,,,,,일자,20180422,20180422,20180423,20180423,20180424,20180424,20180425,20180425,20180426,20180426,20180427,20180427,20180428,20180428,계,계
가로명,방면,요일,순번(LV2),시작지점,종료지점,승용차,버스,승용차,버스,승용차,버스,승용차,버스,승용차,버스,승용차,버스,승용차,버스,승용차,버스
국도14호선,하행,화요일,5,제네삼거리,,-,-,-,-,0,0,-,-,-,-,-,-,-,-,0,0
국도14호선,하행,화요일,6,,두왕사거리,-,-,-,-,0,0,-,-,-,-,-,-,-,-,0,0
국도14호선,하행,수요일,1,화철령,화물차검문소,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0
국도14호선,하행,수요일,2,화물차검문소,외고산삼거리,-,-,-,-,-,-,0,102,-,-,-,-,-,-,0,102
국도14호선,하행,수요일,3,외고산삼거리,,-,-,-,-,-,-,0,"1,191",-,-,-,-,-,-,0,"1,191"
국도14호선,하행,수요일,4,,제네삼거리,-,-,-,-,-,-,0,129,-,-,-,-,-,-,0,129
국도14호선,하행,수요일,5,제네삼거리,,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0
국도14호선,하행,수요일,6,,두왕사거리,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0
국도14호선,하행,목요일,1,화철령,화물차검문소,-,-,-,-,-,-,-,-,0,0,-,-,-,-,0,0
국도14호선,하행,목요일,2,화물차검문소,외고산삼거리,-,-,-,-,-,-,-,-,0,111,-,-,-,-,0,111
국도14호선,하행,목요일,3,외고산삼거리,,-,-,-,-,-,-,-,-,0,"1,226",-,-,-,-,0,"1,226"
국도14호선,하행,목요일,4,,제네삼거리,-,-,-,-,-,-,-,-,0,132,-,-,-,-,0,132
국도14호선,하행,목요일,5,제네삼거리,,-,-,-,-,-,-,-,-,0,0,-,-,-,-,0,0
국도14호선,하행,목요일,6,,두왕사거리,-,-,-,-,-,-,-,-,0,0,-,-,-,-,0,0
국도14호선,하행,금요일,1,화철령,화물차검문소,-,-,-,-,-,-,-,-,-,-,0,0,-,-,0,0
국도14호선,하행,금요일,2,화물차검문소,외고산삼거리,-,-,-,-,-,-,-,-,-,-,0,112,-,-,0,112
국도14호선,하행,금요일,3,외고산삼거리,,-,-,-,-,-,-,-,-,-,-,0,"1,237",-,-,0,"1,237"
국도14호선,하행,금요일,4,,제네삼거리,-,-,-,-,-,-,-,-,-,-,0,132,-,-,0,132
국도14호선,하행,금요일,5,제네삼거리,,-,-,-,-,-,-,-,-,-,-,0,0,-,-,0,0
국도14호선,하행,금요일,6,,두왕사거리,-,-,-,-,-,-,-,-,-,-,0,0,-,-,0,0
국도14호선,하행,토요일,1,화철령,화물차검문소,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0
국도14호선,하행,토요일,2,화물차검문소,외고산삼거리,-,-,-,-,-,-,-,-,-,-,-,-,0,111,0,111
국도14호선,하행,토요일,3,외고산삼거리,,-,-,-,-,-,-,-,-,-,-,-,-,0,966,0,966
국도14호선,하행,토요일,4,,제네삼거리,-,-,-,-,-,-,-,-,-,-,-,-,0,109,0,109
국도14호선,하행,토요일,5,제네삼거리,,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0
국도14호선,하행,토요일,6,,두왕사거리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0
국도14호선,계,,,,,0,"2,227",0,"2,764",0,"2,656",0,"2,700",0,"2,741",0,"2,749",0,"2,275",0,"18,112"
국도7호선,상행,일요일,1,무거삼거리,,0,759,-,-,-,-,-,-,-,-,-,-,-,-,0,759
국도7호선,상행,일요일,2,,문수사입구,0,0,-,-,-,-,-,-,-,-,-,-,-,-,0,0
국도7호선,상행,일요일,3,문수사입구,문수IC,0,362,-,-,-,-,-,-,-,-,-,-,-,-,0,362
국도7호선,상행,일요일,4,문수IC,대부고가차도,0,"1,845",-,-,-,-,-,-,-,-,-,-,-,-,0,"1,845"
국도7호선,상행,일요일,5,대부고가차도,,0,536,-,-,-,-,-,-,-,-,-,-,-,-,0,536
국도7호선,상행,일요일,6,,웅비공업지구,0,"1,287",-,-,-,-,-,-,-,-,-,-,-,-,0,"1,287"
국도7호선,상행,월요일,1,무거삼거리,,-,-,0,843,-,-,-,-,-,-,-,-,-,-,0,843
국도7호선,상행,월요일,2,,문수사입구,-,-,0,0,-,-,-,-,-,-,-,-,-,-,0,0
국도7호선,상행,월요일,3,문수사입구,문수IC,-,-,0,430,-,-,-,-,-,-,-,-,-,-,0,430
국도7호선,상행,월요일,4,문수IC,대부고가차도,-,-,0,"1,919",-,-,-,-,-,-,-,-,-,-,0,"1,919"
국도7호선,상행,월요일,5,대부고가차도,,-,-,0,578,-,-,-,-,-,-,-,-,-,-,0,578
국도7호선,상행,월요일,6,,웅비공업지구,-,-,0,"1,353",-,-,-,-,-,-,-,-,-,-,0,"1,353"
국도7호선,상행,화요일,1,무거삼거리,,-,-,-,-,0,865,-,-,-,-,-,-,-,-,0,865
국도7호선,상행,화요일,2,,문수사입구,-,-,-,-,0,0,-,-,-,-,-,-,-,-,0,0
국도7호선,상행,화요일,3,문수사입구,문수IC,-,-,-,-,0,442,-,-,-,-,-,-,-,-,0,442
국도7호선,상행,화요일,4,문수IC,대부고가차도,-,-,-,-,0,"1,899",-,-,-,-,-,-,-,-,0,"1,899"
국도7호선,상행,화요일,5,대부고가차도,,-,-,-,-,0,559,-,-,-,-,-,-,-,-,0,559
국도7호선,상행,화요일,6,,웅비공업지구,-,-,-,-,0,"1,320",-,-,-,-,-,-,-,-,0,"1,320"
국도7호선,상행,수요일,1,무거삼거리,,-,-,-,-,-,-,0,875,-,-,-,-,-,-,0,875
국도7호선,상행,수요일,2,,문수사입구,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0
국도7호선,상행,수요일,3,문수사입구,문수IC,-,-,-,-,-,-,0,449,-,-,-,-,-,-,0,449
국도7호선,상행,수요일,4,문수IC,대부고가차도,-,-,-,-,-,-,0,"1,951",-,-,-,-,-,-,0,"1,951"
국도7호선,상행,수요일,5,대부고가차도,,-,-,-,-,-,-,0,581,-,-,-,-,-,-,0,581
국도7호선,상행,수요일,6,,웅비공업지구,-,-,-,-,-,-,0,"1,303",-,-,-,-,-,-,0,"1,303"
국도7호선,상행,목요일,1,무거삼거리,,-,-,-,-,-,-,-,-,0,842,-,-,-,-,0,842
국도7호선,상행,목요일,2,,문수사입구,-,-,-,-,-,-,-,-,0,0,-,-,-,-,0,0
국도7호선,상행,목요일,3,문수사입구,문수IC,-,-,-,-,-,-,-,-,0,441,-,-,-,-,0,441
국도7호선,상행,목요일,4,문수IC,대부고가차도,-,-,-,-,-,-,-,-,0,"1,873",-,-,-,-,0,"1,873"
국도7호선,상행,목요일,5,대부고가차도,,-,-,-,-,-,-,-,-,0,564,-,-,-,-,0,564
국도7호선,상행,목요일,6,,웅비공업지구,-,-,-,-,-,-,-,-,0,"1,313",-,-,-,-,0,"1,313"
국도7호선,상행,금요일,1,무거삼거리,,-,-,-,-,-,-,-,-,-,-,0,850,-,-,0,850
국도7호선,상행,금요일,2,,문수사입구,-,-,-,-,-,-,-,-,-,-,0,0,-,-,0,0
국도7호선,상행,금요일,3,문수사입구,문수IC,-,-,-,-,-,-,-,-,-,-,0,444,-,-,0,444
국도7호선,상행,금요일,4,문수IC,대부고가차도,-,-,-,-,-,-,-,-,-,-,0,"1,935",-,-,0,"1,935"
국도7호선,상행,금요일,5,대부고가차도,,-,-,-,-,-,-,-,-,-,-,0,579,-,-,0,579
국도7호선,상행,금요일,6,,웅비공업지구,-,-,-,-,-,-,-,-,-,-,0,"1,334",-,-,0,"1,334"
국도7호선,상행,토요일,1,무거삼거리,,-,-,-,-,-,-,-,-,-,-,-,-,0,728,0,728
국도7호선,상행,토요일,2,,문수사입구,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0
국도7호선,상행,토요일,3,문수사입구,문수IC,-,-,-,-,-,-,-,-,-,-,-,-,0,406,0,406
국도7호선,상행,토요일,4,문수IC,대부고가차도,-,-,-,-,-,-,-,-,-,-,-,-,0,"1,773",0,"1,773"
국도7호선,상행,토요일,5,대부고가차도,,-,-,-,-,-,-,-,-,-,-,-,-,0,543,0,543
국도7호선,상행,토요일,6,,웅비공업지구,-,-,-,-,-,-,-,-,-,-,-,-,0,"1,299",0,"1,299"
국도7호선,하행,일요일,1,웅비공업지구,,0,849,-,-,-,-,-,-,-,-,-,-,-,-,0,849
국도7호선,하행,일요일,2,,,0,568,-,-,-,-,-,-,-,-,-,-,-,-,0,568
국도7호선,하행,일요일,3,,산하교,0,"1,776",-,-,-,-,-,-,-,-,-,-,-,-,0,"1,776"
국도7호선,하행,일요일,4,산하교,반정삼거리,0,300,-,-,-,-,-,-,-,-,-,-,-,-,0,300
국도7호선,하행,일요일,5,반정삼거리,문수IC,0,989,-,-,-,-,-,-,-,-,-,-,-,-,0,989
국도7호선,하행,일요일,6,문수IC,무거삼거리,0,"2,108",-,-,-,-,-,-,-,-,-,-,-,-,0,"2,108"
국도7호선,하행,월요일,1,웅비공업지구,,-,-,0,902,-,-,-,-,-,-,-,-,-,-,0,902
국도7호선,하행,월요일,2,,,-,-,0,584,-,-,-,-,-,-,-,-,-,-,0,584
국도7호선,하행,월요일,3,,산하교,-,-,0,"1,897",-,-,-,-,-,-,-,-,-,-,0,"1,897"
국도7호선,하행,월요일,4,산하교,반정삼거리,-,-,0,318,-,-,-,-,-,-,-,-,-,-,0,318
국도7호선,하행,월요일,5,반정삼거리,문수IC,-,-,0,"1,065",-,-,-,-,-,-,-,-,-,-,0,"1,065"
국도7호선,하행,월요일,6,문수IC,무거삼거리,-,-,0,"2,512",-,-,-,-,-,-,-,-,-,-,0,"2,512"
국도7호선,하행,화요일,1,웅비공업지구,,-,-,-,-,0,861,-,-,-,-,-,-,-,-,0,861
국도7호선,하행,화요일,2,,,-,-,-,-,0,588,-,-,-,-,-,-,-,-,0,588
국도7호선,하행,화요일,3,,산하교,-,-,-,-,0,"1,911",-,-,-,-,-,-,-,-,0,"1,911"
국도7호선,하행,화요일,4,산하교,반정삼거리,-,-,-,-,0,322,-,-,-,-,-,-,-,-,0,322
국도7호선,하행,화요일,5,반정삼거리,문수IC,-,-,-,-,0,"1,056",-,-,-,-,-,-,-,-,0,"1,056"
국도7호선,하행,화요일,6,문수IC,무거삼거리,-,-,-,-,0,"2,565",-,-,-,-,-,-,-,-,0,"2,565"
국도7호선,하행,수요일,1,웅비공업지구,,-,-,-,-,-,-,0,873,-,-,-,-,-,-,0,873
국도7호선,하행,수요일,2,,,-,-,-,-,-,-,0,610,-,-,-,-,-,-,0,610
국도7호선,하행,수요일,3,,산하교,-,-,-,-,-,-,0,"1,939",-,-,-,-,-,-,0,"1,939"
국도7호선,하행,수요일,4,산하교,반정삼거리,-,-,-,-,-,-,0,323,-,-,-,-,-,-,0,323
국도7호선,하행,수요일,5,반정삼거리,문수IC,-,-,-,-,-,-,0,"1,105",-,-,-,-,-,-,0,"1,105"
국도7호선,하행,수요일,6,문수IC,무거삼거리,-,-,-,-,-,-,0,"2,615",-,-,-,-,-,-,0,"2,615"
국도7호선,하행,목요일,1,웅비공업지구,,-,-,-,-,-,-,-,-,0,879,-,-,-,-,0,879
국도7호선,하행,목요일,2,,,-,-,-,-,-,-,-,-,0,595,-,-,-,-,0,595
국도7호선,하행,목요일,3,,산하교,-,-,-,-,-,-,-,-,0,"1,891",-,-,-,-,0,"1,891"
국도7호선,하행,목요일,4,산하교,반정삼거리,-,-,-,-,-,-,-,-,0,316,-,-,-,-,0,316
국도7호선,하행,목요일,5,반정삼거리,문수IC,-,-,-,-,-,-,-,-,0,"1,074",-,-,-,-,0,"1,074"
국도7호선,하행,목요일,6,문수IC,무거삼거리,-,-,-,-,-,-,-,-,0,"2,564",-,-,-,-,0,"2,564"
국도7호선,하행,금요일,1,웅비공업지구,,-,-,-,-,-,-,-,-,-,-,0,863,-,-,0,863
국도7호선,하행,금요일,2,,,-,-,-,-,-,-,-,-,-,-,0,631,-,-,0,631
국도7호선,하행,금요일,3,,산하교,-,-,-,-,-,-,-,-,-,-,0,"1,947",-,-,0,"1,947"
국도7호선,하행,금요일,4,산하교,반정삼거리,-,-,-,-,-,-,-,-,-,-,0,315,-,-,0,315
국도7호선,하행,금요일,5,반정삼거리,문수IC,-,-,-,-,-,-,-,-,-,-,0,"1,080",-,-,0,"1,080"
국도7호선,하행,금요일,6,문수IC,무거삼거리,-,-,-,-,-,-,-,-,-,-,0,"2,589",-,-,0,"2,589"
국도7호선,하행,토요일,1,웅비공업지구,,-,-,-,-,-,-,-,-,-,-,-,-,0,857,0,857
국도7호선,하행,토요일,2,,,-,-,-,-,-,-,-,-,-,-,-,-,0,577,0,577
국도7호선,하행,토요일,3,,산하교,-,-,-,-,-,-,-,-,-,-,-,-,0,"1,820",0,"1,820"
국도7호선,하행,토요일,4,산하교,반정삼거리,-,-,-,-,-,-,-,-,-,-,-,-,0,300,0,300
국도7호선,하행,토요일,5,반정삼거리,문수IC,-,-,-,-,-,-,-,-,-,-,-,-,0,"1,030",0,"1,030"
국도7호선,하행,토요일,6,문수IC,무거삼거리,-,-,-,-,-,-,-,-,-,-,-,-,0,"2,106",0,"2,106"
국도7호선,계,,,,,0,"11,379",0,"12,401",0,"12,388",0,"12,624",0,"12,352",0,"12,567",0,"11,439",0,"85,150"
꽃대나리로,상행,일요일,1,시내버스터미널삼거리,도산사거리,0,184,-,-,-,-,-,-,-,-,-,-,-,-,0,184
꽃대나리로,상행,월요일,1,시내버스터미널삼거리,도산사거리,-,-,0,245,-,-,-,-,-,-,-,-,-,-,0,245
꽃대나리로,상행,화요일,1,시내버스터미널삼거리,도산사거리,-,-,-,-,0,237,-,-,-,-,-,-,-,-,0,237
꽃대나리로,상행,수요일,1,시내버스터미널삼거리,도산사거리,-,-,-,-,-,-,0,229,-,-,-,-,-,-,0,229
꽃대나리로,상행,목요일,1,시내버스터미널삼거리,도산사거리,-,-,-,-,-,-,-,-,0,236,-,-,-,-,0,236
꽃대나리로,상행,금요일,1,시내버스터미널삼거리,도산사거리,-,-,-,-,-,-,-,-,-,-,0,240,-,-,0,240
꽃대나리로,상행,토요일,1,시내버스터미널삼거리,도산사거리,-,-,-,-,-,-,-,-,-,-,-,-,0,238,0,238
꽃대나리로,하행,일요일,1,도산사거리,시내버스터미널삼거리,0,280,-,-,-,-,-,-,-,-,-,-,-,-,0,280
꽃대나리로,하행,월요일,1,도산사거리,시내버스터미널삼거리,-,-,0,365,-,-,-,-,-,-,-,-,-,-,0,365
꽃대나리로,하행,화요일,1,도산사거리,시내버스터미널삼거리,-,-,-,-,0,391,-,-,-,-,-,-,-,-,0,391
꽃대나리로,하행,수요일,1,도산사거리,시내버스터미널삼거리,-,-,-,-,-,-,0,368,-,-,-,-,-,-,0,368
꽃대나리로,하행,목요일,1,도산사거리,시내버스터미널삼거리,-,-,-,-,-,-,-,-,0,332,-,-,-,-,0,332
꽃대나리로,하행,금요일,1,도산사거리,시내버스터미널삼거리,-,-,-,-,-,-,-,-,-,-,0,352,-,-,0,352
꽃대나리로,하행,토요일,1,도산사거리,시내버스터미널삼거리,-,-,-,-,-,-,-,-,-,-,-,-,0,335,0,335
꽃대나리로,계,,,,,0,464,0,610,0,628,0,597,0,568,0,592,0,573,0,"4,032"
남부순환도로,상행,일요일,1,신복로터리,성광여고,0,"1,061",-,-,-,-,-,-,-,-,-,-,-,-,0,"1,061"
남부순환도로,상행,일요일,2,성광여고,옥현사거리,0,"1,752",-,-,-,-,-,-,-,-,-,-,-,-,0,"1,752"
남부순환도로,상행,일요일,3,옥현사거리,형제가든앞,0,167,-,-,-,-,-,-,-,-,-,-,-,-,0,167
남부순환도로,상행,일요일,4,형제가든앞,감나무진사거리,0,305,-,-,-,-,-,-,-,-,-,-,-,-,0,305
남부순환도로,상행,월요일,1,신복로터리,성광여고,-,-,0,"1,344",-,-,-,-,-,-,-,-,-,-,0,"1,344"
남부순환도로,상행,월요일,2,성광여고,옥현사거리,-,-,0,"2,160",-,-,-,-,-,-,-,-,-,-,0,"2,160"
남부순환도로,상행,월요일,3,옥현사거리,형제가든앞,-,-,0,209,-,-,-,-,-,-,-,-,-,-,0,209
남부순환도로,상행,월요일,4,형제가든앞,감나무진사거리,-,-,0,388,-,-,-,-,-,-,-,-,-,-,0,388
남부순환도로,상행,화요일,1,신복로터리,성광여고,-,-,-,-,0,"1,349",-,-,-,-,-,-,-,-,0,"1,349"
남부순환도로,상행,화요일,2,성광여고,옥현사거리,-,-,-,-,0,"2,176",-,-,-,-,-,-,-,-,0,"2,176"
남부순환도로,상행,화요일,3,옥현사거리,형제가든앞,-,-,-,-,0,237,-,-,-,-,-,-,-,-,0,237
남부순환도로,상행,화요일,4,형제가든앞,감나무진사거리,-,-,-,-,0,380,-,-,-,-,-,-,-,-,0,380
남부순환도로,상행,수요일,1,신복로터리,성광여고,-,-,-,-,-,-,0,"1,362",-,-,-,-,-,-,0,"1,362"
남부순환도로,상행,수요일,2,성광여고,옥현사거리,-,-,-,-,-,-,0,"2,179",-,-,-,-,-,-,0,"2,179"
남부순환도로,상행,수요일,3,옥현사거리,형제가든앞,-,-,-,-,-,-,0,222,-,-,-,-,-,-,0,222
남부순환도로,상행,수요일,4,형제가든앞,감나무진사거리,-,-,-,-,-,-,0,386,-,-,-,-,-,-,0,386
남부순환도로,상행,목요일,1,신복로터리,성광여고,-,-,-,-,-,-,-,-,0,"1,340",-,-,-,-,0,"1,340"
남부순환도로,상행,목요일,2,성광여고,옥현사거리,-,-,-,-,-,-,-,-,0,"2,149",-,-,-,-,0,"2,149"
남부순환도로,상행,목요일,3,옥현사거리,형제가든앞,-,-,-,-,-,-,-,-,0,229,-,-,-,-,0,229
남부순환도로,상행,목요일,4,형제가든앞,감나무진사거리,-,-,-,-,-,-,-,-,0,391,-,-,-,-,0,391
남부순환도로,상행,금요일,1,신복로터리,성광여고,-,-,-,-,-,-,-,-,-,-,0,"1,353",-,-,0,"1,353"
남부순환도로,상행,금요일,2,성광여고,옥현사거리,-,-,-,-,-,-,-,-,-,-,0,"2,201",-,-,0,"2,201"
남부순환도로,상행,금요일,3,옥현사거리,형제가든앞,-,-,-,-,-,-,-,-,-,-,0,213,-,-,0,213
남부순환도로,상행,금요일,4,형제가든앞,감나무진사거리,-,-,-,-,-,-,-,-,-,-,0,373,-,-,0,373
남부순환도로,상행,토요일,1,신복로터리,성광여고,-,-,-,-,-,-,-,-,-,-,-,-,0,"1,072",0,"1,072"
남부순환도로,상행,토요일,2,성광여고,옥현사거리,-,-,-,-,-,-,-,-,-,-,-,-,0,"1,762",0,"1,762"
남부순환도로,상행,토요일,3,옥현사거리,형제가든앞,-,-,-,-,-,-,-,-,-,-,-,-,0,140,0,140
남부순환도로,상행,토요일,4,형제가든앞,감나무진사거리,-,-,-,-,-,-,-,-,-,-,-,-,0,277,0,277
남부순환도로,하행,일요일,1,감나무진사거리,형제가든앞,0,242,-,-,-,-,-,-,-,-,-,-,-,-,0,242
남부순환도로,하행,일요일,2,형제가든앞,옥현사거리,0,215,-,-,-,-,-,-,-,-,-,-,-,-,0,215
남부순환도로,하행,일요일,3,옥현사거리,성광여고,0,"1,615",-,-,-,-,-,-,-,-,-,-,-,-,0,"1,615"
남부순환도로,하행,일요일,4,성광여고,신복로터리,0,"1,486",-,-,-,-,-,-,-,-,-,-,-,-,0,"1,486"
남부순환도로,하행,월요일,1,감나무진사거리,형제가든앞,-,-,0,317,-,-,-,-,-,-,-,-,-,-,0,317
남부순환도로,하행,월요일,2,형제가든앞,옥현사거리,-,-,0,304,-,-,-,-,-,-,-,-,-,-,0,304
남부순환도로,하행,월요일,3,옥현사거리,성광여고,-,-,0,"2,011",-,-,-,-,-,-,-,-,-,-,0,"2,011"
남부순환도로,하행,월요일,4,성광여고,신복로터리,-,-,0,"1,812",-,-,-,-,-,-,-,-,-,-,0,"1,812"
남부순환도로,하행,화요일,1,감나무진사거리,형제가든앞,-,-,-,-,0,306,-,-,-,-,-,-,-,-,0,306
남부순환도로,하행,화요일,2,형제가든앞,옥현사거리,-,-,-,-,0,297,-,-,-,-,-,-,-,-,0,297
남부순환도로,하행,화요일,3,옥현사거리,성광여고,-,-,-,-,0,"1,986",-,-,-,-,-,-,-,-,0,"1,986"
남부순환도로,하행,화요일,4,성광여고,신복로터리,-,-,-,-,0,"1,792",-,-,-,-,-,-,-,-,0,"1,792"
남부순환도로,하행,수요일,1,감나무진사거리,형제가든앞,-,-,-,-,-,-,0,313,-,-,-,-,-,-,0,313
남부순환도로,하행,수요일,2,형제가든앞,옥현사거리,-,-,-,-,-,-,0,308,-,-,-,-,-,-,0,308
남부순환도로,하행,수요일,3,옥현사거리,성광여고,-,-,-,-,-,-,0,"2,011",-,-,-,-,-,-,0,"2,011"
남부순환도로,하행,수요일,4,성광여고,신복로터리,-,-,-,-,-,-,0,"1,820",-,-,-,-,-,-,0,"1,820"
남부순환도로,하행,목요일,1,감나무진사거리,형제가든앞,-,-,-,-,-,-,-,-,0,322,-,-,-,-,0,322
남부순환도로,하행,목요일,2,형제가든앞,옥현사거리,-,-,-,-,-,-,-,-,0,297,-,-,-,-,0,297
남부순환도로,하행,목요일,3,옥현사거리,성광여고,-,-,-,-,-,-,-,-,0,"2,031",-,-,-,-,0,"2,031"
남부순환도로,하행,목요일,4,성광여고,신복로터리,-,-,-,-,-,-,-,-,0,"1,832",-,-,-,-,0,"1,832"
남부순환도로,하행,금요일,1,감나무진사거리,형제가든앞,-,-,-,-,-,-,-,-,-,-,0,314,-,-,0,314
남부순환도로,하행,금요일,2,형제가든앞,옥현사거리,-,-,-,-,-,-,-,-,-,-,0,262,-,-,0,262
남부순환도로,하행,금요일,3,옥현사거리,성광여고,-,-,-,-,-,-,-,-,-,-,0,"2,025",-,-,0,"2,025"
남부순환도로,하행,금요일,4,성광여고,신복로터리,-,-,-,-,-,-,-,-,-,-,0,"1,827",-,-,0,"1,827"
남부순환도로,하행,토요일,1,감나무진사거리,형제가든앞,-,-,-,-,-,-,-,-,-,-,-,-,0,232,0,232
남부순환도로,하행,토요일,2,형제가든앞,옥현사거리,-,-,-,-,-,-,-,-,-,-,-,-,0,186,0,186
남부순환도로,하행,토요일,3,옥현사거리,성광여고,-,-,-,-,-,-,-,-,-,-,-,-,0,"1,655",0,"1,655"
남부순환도로,하행,토요일,4,성광여고,신복로터리,-,-,-,-,-,-,-,-,-,-,-,-,0,"1,504",0,"1,504"
남부순환도로,계,,,,,0,"6,843",0,"8,545",0,"8,523",0,"8,601",0,"8,591",0,"8,568",0,"6,828",0,"56,499"
남산로,상행,일요일,1,삼호교남단,구삼호교남단,0,308,-,-,-,-,-,-,-,-,-,-,-,-,0,308
남산로,상행,일요일,2,구삼호교남단,산림조합앞,0,140,-,-,-,-,-,-,-,-,-,-,-,-,0,140
남산로,상행,일요일,3,산림조합앞,와와교차로,0,48,-,-,-,-,-,-,-,-,-,-,-,-,0,48
남산로,상행,일요일,4,와와교차로,크로바아파트앞,0,192,-,-,-,-,-,-,-,-,-,-,-,-,0,192
남산로,상행,일요일,5,크로바아파트앞,태화R,0,100,-,-,-,-,-,-,-,-,-,-,-,-,0,100
남산로,상행,월요일,1,삼호교남단,구삼호교남단,-,-,0,362,-,-,-,-,-,-,-,-,-,-,0,362
남산로,상행,월요일,2,구삼호교남단,산림조합앞,-,-,0,138,-,-,-,-,-,-,-,-,-,-,0,138
남산로,상행,월요일,3,산림조합앞,와와교차로,-,-,0,39,-,-,-,-,-,-,-,-,-,-,0,39
남산로,상행,월요일,4,와와교차로,크로바아파트앞,-,-,0,219,-,-,-,-,-,-,-,-,-,-,0,219
남산로,상행,월요일,5,크로바아파트앞,태화R,-,-,0,104,-,-,-,-,-,-,-,-,-,-,0,104
남산로,상행,화요일,1,삼호교남단,구삼호교남단,-,-,-,-,0,364,-,-,-,-,-,-,-,-,0,364
남산로,상행,화요일,2,구삼호교남단,산림조합앞,-,-,-,-,0,132,-,-,-,-,-,-,-,-,0,132
남산로,상행,화요일,3,산림조합앞,와와교차로,-,-,-,-,0,44,-,-,-,-,-,-,-,-,0,44
남산로,상행,화요일,4,와와교차로,크로바아파트앞,-,-,-,-,0,227,-,-,-,-,-,-,-,-,0,227
남산로,상행,화요일,5,크로바아파트앞,태화R,-,-,-,-,0,111,-,-,-,-,-,-,-,-,0,111
남산로,상행,수요일,1,삼호교남단,구삼호교남단,-,-,-,-,-,-,0,372,-,-,-,-,-,-,0,372
남산로,상행,수요일,2,구삼호교남단,산림조합앞,-,-,-,-,-,-,0,148,-,-,-,-,-,-,0,148
남산로,상행,수요일,3,산림조합앞,와와교차로,-,-,-,-,-,-,0,47,-,-,-,-,-,-,0,47
남산로,상행,수요일,4,와와교차로,크로바아파트앞,-,-,-,-,-,-,0,241,-,-,-,-,-,-,0,241
남산로,상행,수요일,5,크로바아파트앞,태화R,-,-,-,-,-,-,0,110,-,-,-,-,-,-,0,110
남산로,상행,목요일,1,삼호교남단,구삼호교남단,-,-,-,-,-,-,-,-,0,366,-,-,-,-,0,366
남산로,상행,목요일,2,구삼호교남단,산림조합앞,-,-,-,-,-,-,-,-,0,147,-,-,-,-,0,147
남산로,상행,목요일,3,산림조합앞,와와교차로,-,-,-,-,-,-,-,-,0,47,-,-,-,-,0,47
남산로,상행,목요일,4,와와교차로,크로바아파트앞,-,-,-,-,-,-,-,-,0,230,-,-,-,-,0,230
남산로,상행,목요일,5,크로바아파트앞,태화R,-,-,-,-,-,-,-,-,0,112,-,-,-,-,0,112
남산로,상행,금요일,1,삼호교남단,구삼호교남단,-,-,-,-,-,-,-,-,-,-,0,364,-,-,0,364
남산로,상행,금요일,2,구삼호교남단,산림조합앞,-,-,-,-,-,-,-,-,-,-,0,157,-,-,0,157
남산로,상행,금요일,3,산림조합앞,와와교차로,-,-,-,-,-,-,-,-,-,-,0,54,-,-,0,54
남산로,상행,금요일,4,와와교차로,크로바아파트앞,-,-,-,-,-,-,-,-,-,-,0,242,-,-,0,242
남산로,상행,금요일,5,크로바아파트앞,태화R,-,-,-,-,-,-,-,-,-,-,0,115,-,-,0,115
남산로,상행,토요일,1,삼호교남단,구삼호교남단,-,-,-,-,-,-,-,-,-,-,-,-,0,298,0,298
남산로,상행,토요일,2,구삼호교남단,산림조합앞,-,-,-,-,-,-,-,-,-,-,-,-,0,155,0,155
남산로,상행,토요일,3,산림조합앞,와와교차로,-,-,-,-,-,-,-,-,-,-,-,-,0,51,0,51
남산로,상행,토요일,4,와와교차로,크로바아파트앞,-,-,-,-,-,-,-,-,-,-,-,-,0,222,0,222
남산로,상행,토요일,5,크로바아파트앞,태화R,-,-,-,-,-,-,-,-,-,-,-,-,0,102,0,102
남산로,하행,일요일,1,태화R,크로바아파트앞,0,83,-,-,-,-,-,-,-,-,-,-,-,-,0,83
남산로,하행,일요일,2,크로바아파트앞,와와교차로,0,173,-,-,-,-,-,-,-,-,-,-,-,-,0,173
남산로,하행,일요일,3,와와교차로,산림조합앞,0,0,-,-,-,-,-,-,-,-,-,-,-,-,0,0
남산로,하행,일요일,4,산림조합앞,구삼호교남단,0,128,-,-,-,-,-,-,-,-,-,-,-,-,0,128
남산로,하행,일요일,5,구삼호교남단,삼호교남단,0,392,-,-,-,-,-,-,-,-,-,-,-,-,0,392
남산로,하행,월요일,1,태화R,크로바아파트앞,-,-,0,95,-,-,-,-,-,-,-,-,-,-,0,95
남산로,하행,월요일,2,크로바아파트앞,와와교차로,-,-,0,179,-,-,-,-,-,-,-,-,-,-,0,179
